recnum,filial,pedido,fornecedor,nota_fiscal,modelo,serie,serie_nf,comprador,dt_emissao,dt_entrada,transacao,operacao,centro_custo,cnpj,inscricao,frete_pg,vr_produtos,vr_total,vr_frete,icmsfrete,ipifrete,vr_icmsfrete,vr_ipifrete,vr_descontos,vr_despesas,vr_encargos,vr_ipi,vr_baseicms,vr_icms,vr_basesubst,vr_icmsubst,vr_seguro,vr_embalagem,icmsembalagem,ipiembalagem,vr_icmsembal,vr_ipiembal,vr_descarga,vr_servico,vr_baseiss,vr_iss,fatura,itens,conta_caixa,banco,transportadora,conhecimento,dt_emissaof,dt_vencimentof,vr_fretef,vr_icmsf,vr_freteratear,vr_baseicmsf,vr_icmsfratear,cfop_fratear,vr_dinheiro,vr_prazo,vr_cheque,vr_chequepre,vr_cartao,vr_electron,vr_outros,vr_antecipado,sequencia,observacao,foto,impresso,fechado,compensar_chq,digitar_serial,status_fornec,status_transp,tmp_vrtotal,data_inc,data_alt,data_exc,hora_inc,hora_alt,hora_exc,usu_inc,usu_alt,usu_exc,maq_inc,maq_alt,maq_exc,envia_pocket,dtexportacao,xml_nfe,desc_condic,modelo_ctrc,serie_ctrc,chave_nfe,vr_pis_st,vr_cofins_st,chave_cte,tp_cte,vr_servico_ct,vr_desconto_ct,vr_outros_ct,vr_isento_ct,aliq_icms_ct,vr_pis,vr_cofins,cst_ct,vr_redicms_ct,id_cadcon,vr_recsubst,digita_lote,vr_deson,portador,situacao_doc,status_conferencia,id,regime_trib,recnum_2,filial_2,pedido_2,fornecedor_2,nota_fiscal_2,modelo_2,serie_2,item,sequencia_2,operacao_2,matricula,qtd_entrada,qtd_transferida,qtd_compra,und_compra,vr_base,vr_entrada,vr_desconto,vr_total_2,vr_custo,vr_custozero,markup,lucro,vr_venda,icms,ipi,substituicao,reducao,cst,dt_entrada_2,utiliza_serial,fechado_2,desp_ipi,desp_frete,desp_encargos,desp_subst,desp_ipifrete,desp_icmsfrete,desp_desconto,desp_embalagem,desp_icmsembal,desp_ipiembal,desp_iss,cfop,data_inc_2,data_alt_2,data_exc_2,hora_inc_2,hora_alt_2,hora_exc_2,usu_inc_2,usu_alt_2,usu_exc_2,maq_inc_2,maq_alt_2,maq_exc_2,envia_pocket_2,dtexportacao_2,cst_ipi,ipi_unidade,vr_baseipi,cst_pis,vr_basepis,vr_basecofins,aliq_pis,aliq_cofins,vr_pis_2,vr_cofins_2,icms_padrao_uf,vr_baseicms_2,vr_icms_2,vr_basesubst_2,vr_icmsseguro,vr_icmsfrete_2,desp_pis_st,desp_cofins_st,vr_reducaoicms,desc_condic_2,usa_baseicms,nat_bc_pis,xml_nfe_2,limite_desca,limite_descv,vr_minimoa,vr_minimov,desp_recsubst,al_cred_antec,vr_cred_antec,desp_deson,temp_qtentrega,ultimo_conferido,id_2,vr_custozeroa,lucroa,markupa,vr_vendaa,qtd_tributavel,adrem_icms,vricms_monofasico,qtd_tributavelretencao,adrem_icmsretencao,vricms_monoretencao,recnum_3,matricula_2,tipo,fornecedor_3,marca,grupo,cod_remarcacao,descricao,desc_fabrica,referencia,unidade,grade_padrao,codigo_fiscal,codigo_barra,status,peso,unidade_compra,ipi_compra,subst_compra,icms_compra,cst_compra,editar,aplicacao,observacao_2,imprime_codbar,imprime_etiq,imprime_tabela,desconto_ok,utiliza_balanca,suspensa,custo_adicional,foto_2,tmp_codbarra,cod_enq_ipi,data_inc_3,hora_inc_3,usu_inc_3,maq_inc_3,data_alt_3,hora_alt_3,usu_alt_3,maq_alt_3,envia_pocket_3,dtexportacao_3,sped_1400,tipo_item,codigo_ex_tipi,ipi_unid_compra,reducao_compra,validade,codigo_anp,composicao,ativ_cont_prev,compos_prod,pais_origem,largura,rendimento,imagens,al_tributos,ippt,codigo_fci,unidade_entrega,codigo_imp,desc_adicional,codigo_cest,mva_padrao,usa_lote,altura,comprimento,cta_contabil,calcula_fem,calcula_fcp,perc_glp,perc_gnimp,perc_gnnac,vr_partida,id_edicao,calcular_fcp_st,codigo_anvisa,motivo_isencao,ean_tributavel,qtd_embalagem
2553,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,310.1700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.72,21.71,146.87,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,3,, ,D,S,N,N,N,N,3278.22,2017-10-31,2018-06-27,0001-01-01,07:00,09:34, ,999999,1,0,MIGRACAO,SERVIDOR, ,S,2024-10-31 09:39:00.642,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,2794adbc-553f-48d1-8a0e-4265990add9e,3,,,,,,,,1003,,,11222,21.6000,0.0000,21.6000,KG,14.360000,14.360000,0.000000,,14.5109,14.5110,44.0290,30.57,20.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,3.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,14.5110,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,APRESUNTADO RET FRISA, , ,KG, ,16024900,7896481901973,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,S,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1707907,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"31/10/2024 09:34:40,",N, ,0, ,0.0000
13606,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,309.1500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127.29,21.64,146.40,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,4,, ,D,S,N,N,N,N,3278.22,2020-11-12,0001-01-01,0001-01-01,14:45,13:30, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-10-24 13:32:55.504,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,c8166e19-239f-48fe-9930-e85e9f0d6e6f,3,,,,,,,,1004,,,13617,12.8600,0.0000,12.8600,KG,24.040000,24.040000,0.000000,,24.2927,24.2930,43.6640,30.39,34.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,3.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,24.2930,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,BACON GRA FILE MANTA,BACON GRA FILE MANTA,154181,KG, ,02101200,7896481901263,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,, , , ,1708701,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"24/10/2024 13:30:08,",N, ,0, ,0.0000
5820,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,517.1500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.95,36.20,244.88,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,5,, ,D,S,N,N,N,N,3278.22,2017-10-31,0001-01-01,0001-01-01,07:00,09:37, ,999999,0,0,MIGRACAO, , ,S,2024-10-31 09:39:00.602,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,83cdc842-2697-444c-bfc5-d377701d11c4,3,,,,,,,,1005,,,5806,21.3700,0.0000,21.3700,KG,24.200000,24.200000,0.000000,,24.4541,24.4540,34.5370,25.67,32.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,5.4300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,24.4540,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,0001,0,PEITO BOV RSF, ,,KG, ,02013000,7896481905841,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,S,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708400,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"31/10/2024 09:37:03,",N, ,0, ,0.0000
13444,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,561.3400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.14,39.30,265.81,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,6,, ,D,S,N,N,N,N,3278.22,2019-10-10,2024-04-11,0001-01-01,14:19,14:18, ,1,1,0,SERVIDOR,SRV-MERCBARBOSA, ,S,2024-10-10 14:18:43.970,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,6b930069-6e9c-41ab-981e-278e53afc252,3,,,,,,,,1006,,,13455,17.3200,0.0000,17.3200,KG,32.410000,32.410000,0.000000,,32.7495,32.7500,21.8330,17.92,39.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,5.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,32.7500,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COXAO MOLE BOV RSF FRISA,COXAO MOLE BOV RSF,113143,KG, ,02013000,7896481908439,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , ,KG, , ,1708400,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"10/10/2024 14:18:11,",N, ,0, ,0.0000
14240,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,293.0400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.66,20.51,138.77,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,7,, ,D,S,N,N,N,N,3278.22,2020-08-07,0001-01-01,0001-01-01,17:58,14:18, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-10-10 14:18:44.018,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,e9827c77-f92a-4a2d-a509-dc4e704aa58b,3,,,,,,,,1007,,,14251,16.6600,0.0000,16.6600,KG,17.590000,17.590000,0.000000,,17.7755,17.7760,40.0800,28.61,24.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,3.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,17.7760,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,COSTELA C/OSSO  BAFO BOV CGL,COSTELA C/OSSO  BAFO BOV CGL,112133,KG, ,02022090,7896481907876,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708400,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"10/10/2024 14:18:16,",N, ,0, ,0.0000
18590,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,524.8900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216.13,36.74,248.55,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,8,,,D,S,N,N,N,N,3278.22,2024-06-13,0001-01-01,0001-01-01,09:21,09:07, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-03 09:08:20.540,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,70e64124-44cc-4d91-aeab-0ee827b91c03,3,,,,,,,,1008,,,18539,17.5200,0.0000,17.5200,UN,29.960000,29.960000,0.000000,,30.2745,30.2750,28.4900,22.17,38.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,5.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,30.2750,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,FRALDINHA BOV RSF,FRALDINHA BOV RSF,113391,UN,,02013000,7896481903960,N,0.0000,UN,0.00,15.0000,17.00,070,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,7.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,1708400,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"03/10/2024 09:07:44,",N,,0,,0.0000
14200,1,6033,44,2016935,55,,8,1,2024-10-02,2024-10-03,1,2,1,N, ,2,3278.23,562.2300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231.51,39.36,266.23,34.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016935,1009,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,3312.65,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,D,S,N,N,N,N,3278.22,2020-07-24,0001-01-01,0001-01-01,13:09,14:18, ,1,0,0,CAIXA01, , ,S,2024-10-10 14:18:44.063,S,N, , ,32241027497684000135550080020169351100878605,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7175,0.00, ,0.0000,2,00,N,57a5e5c8-2ce5-4ea1-95fc-70fef528d320,3,,,,,,,,1009,,,14211,17.4500,0.0000,17.4500,KG,32.220000,32.220000,0.000000,,32.5581,32.5580,22.5500,18.40,39.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,5.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,32.5580,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ALCATRA S/PICANHA BOV RSF,ALCATRA S/PICANHA BOV RSF,113256,UN, ,02013000,7896481902703,N,0.0000,KG,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708400,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"10/10/2024 14:18:20,",N, ,0, ,0.0000
12971,1,6034,20,732040,55,,1,1,2024-10-02,2024-10-03,1,2,1,N, ,2,607.14,68.4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732040,1008,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,607.14,0.00,0.00,0.00,0.00,0.00,0.00,1,, ,D,S,N,N,N,N,607.14,2019-05-31,0001-01-01,0001-01-01,14:16,09:23, ,1,0,0,SERVIDOR, , ,S,2024-10-31 09:27:47.224,S,N, , ,32241039361209000116550010007320401116220152,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7176,0.00, ,0.0000,2,00,N,ccbd9b69-b48c-45e8-982a-b2e7505a19f9,3,,,,,,,,1001,,,12982,10.0000,0.0000,10.0000,UN,6.840000,6.840000,0.000000,,6.8400,6.8400,44.7360,30.91,9.9000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.8400,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PAO WICKBOLD FORMA INTEGRAL,PAO WICKBOLD FORMA INTEGRAL,10958,UN, ,19059010,7896066301778,N,0.0000,UN,0.00,0.0000,0.00,060,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1706000,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"31/10/2024 09:23:03,",N, ,0, ,0.0000
18457,1,6034,20,732040,55,,1,1,2024-10-02,2024-10-03,1,2,1,N, ,2,607.14,62.2300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732040,1008,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,607.14,0.00,0.00,0.00,0.00,0.00,0.00,2,,,D,S,N,N,N,N,607.14,2024-05-23,2024-10-03,0001-01-01,10:54,09:23, ,1,1,0,SRV-MERCBARBOSA,SRV-MERCBARBOSA, ,S,2024-10-31 09:27:47.263,S,N, , ,32241039361209000116550010007320401116220152,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7176,0.00, ,0.0000,2,00,N,2f5f0c05-d69d-433e-a37b-0f8556b496eb,3,,,,,,,,1002,,,18436,10.0000,0.0000,10.0000,UN,6.223000,6.223000,0.000000,,6.2230,6.2230,59.0870,37.14,9.9000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.2230,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,PAO WICKBOLD FORMA TRADICIONAL,PAO WICKBOLD FORMA TRADICIONAL,10957,UN,,19059010,7896066317595,N,0.0000,UN,0.00,0.0000,0.00,060,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,1706000,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"31/10/2024 09:23:03,",N,,0,,0.0000
12968,1,6034,20,732040,55,,1,1,2024-10-02,2024-10-03,1,2,1,N, ,2,607.14,12.6800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732040,1008,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,607.14,0.00,0.00,0.00,0.00,0.00,0.00,3,, ,D,S,N,N,N,N,607.14,2019-05-31,0001-01-01,0001-01-01,14:05,13:03, ,1,0,0,SERVIDOR, , ,S,2024-10-03 13:04:12.102,S,N, , ,32241039361209000116550010007320401116220152,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7176,0.00, ,0.0000,2,00,N,fc57c888-4ceb-4a9e-8677-0f9dff9e5fd7,3,,,,,,,,1003,,,12979,8.0000,0.0000,8.0000,UN,1.584625,1.584625,0.000000,,1.5846,1.5850,57.7680,36.60,2.5000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.5850,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,TEENS MARILAN SNACKS DP BAUNY 30G,TEENS MARILAN SNACKS DP BAUNY 30G,11075,UN, ,19059020,7896003737448,N,0.0000,UN,0.00,0.0000,0.00,060,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1705602,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"03/10/2024 13:03:02,",N, ,0, ,0.0000
12770,1,6034,20,732040,55,,1,1,2024-10-02,2024-10-03,1,2,1,N, ,2,607.14,12.6800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732040,1008,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,607.14,0.00,0.00,0.00,0.00,0.00,0.00,4,, ,D,S,N,N,N,N,607.14,2019-03-20,0001-01-01,0001-01-01,14:09,13:03, ,1,0,0,SERVIDOR, , ,S,2024-10-03 13:04:12.142,S,N, , ,32241039361209000116550010007320401116220152,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7176,0.00, ,0.0000,2,00,N,af9f74fb-d516-4441-b5ac-cb4abdde80ab,3,,,,,,,,1004,,,12781,8.0000,0.0000,8.0000,UN,1.584625,1.584625,0.000000,,1.5846,1.5850,57.7680,36.60,2.5000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,1.5850,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,TEENS MARILAN SNACKS CHOCOLATE DP 30G,TEENS MARILAN SNACKS CHOCOLATE DP 30G,11054,UN, ,19059020,7896003737424,N,0.0000,UN,0.00,0.0000,0.00,060,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,0.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1705602,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"03/10/2024 13:03:02,",N, ,0, ,0.0000
18133,1,6034,20,732040,55,,1,1,2024-10-02,2024-10-03,1,2,1,N, ,2,607.14,139.8000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732040,1008,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,607.14,0.00,0.00,0.00,0.00,0.00,0.00,5,,,D,S,N,N,N,N,607.14,2024-01-18,0001-01-01,0001-01-01,09:11,09:32, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-11-01 09:32:52.522,S,N, , ,32241039361209000116550010007320401116220152,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7176,0.00, ,0.0000,2,00,N,6b328135-d0c7-48a5-ba3f-1aa576a916c5,3,,,,,,,,1005,,,18112,20.0000,0.0000,20.0000,UN,6.990000,6.990000,0.000000,,6.9900,6.9900,41.6300,29.39,9.9000,0.00,0.00,0.0000,0.0000,060,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.9900,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ROSQUINHA MARILAN 500G COCO,ROSQUINHA MARILAN 500G COCO,12776,UN,,19053100,7896003739756,N,0.0000,UN,0.00,0.0000,0.00,060,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,0.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"01/11/2024 09:32:52,",N, ,0, ,0.0000
